Epoch,Loss,Train AUC,Validation AUC,Test AUC,Precision,Recall,F1 Score
19,0.9095691442489624,0.6770197747719402,0.6424220085952068,0.6352997344195088,0.5767975431396581,0.6960199418363108,0.6308250745549296
20,0.9050265550613403,0.6863827359769323,0.6468770061269346,0.6397200909264179,0.5798843642111393,0.6950228500207728,0.6322544558496727
21,0.9006447792053223,0.6951690264709962,0.6509749632365962,0.6438037455642904,0.5829679689463543,0.6938263398421272,0.6335844847601921
22,0.8962535858154297,0.7035239309089216,0.6546986773022416,0.6475183107406605,0.5860450739054684,0.6931449937681762,0.6351115746838527
23,0.8923465013504028,0.7106813267637354,0.6580847139976673,0.6509122859227519,0.5888756927949327,0.6921479019526381,0.6363490523517413
24,0.8881207704544067,0.7183543753525254,0.6611627289151067,0.6540050733816152,0.5922002477467857,0.6911840465309514,0.6378749769952764
25,0.8843697905540466,0.7247392860041666,0.6639410868460581,0.656814789207182,0.5949784319064475,0.6899376817615289,0.6389491666281916
26,0.8803863525390625,0.7316100038030511,0.6664490307822395,0.6593494523535419,0.5976140391320635,0.6892895720814292,0.6401864470871501
27,0.8768693804740906,0.7374658176280887,0.6687078998193041,0.6616329750992349,0.5998927986788162,0.6881595346904861,0.6410018265688369
28,0.873837411403656,0.7421989527819111,0.6707364427144881,0.6636847725547927,0.6023209819091385,0.6882924802658912,0.6424433259138042
29,0.8703762888908386,0.7476576781716073,0.6725660757308292,0.6655390313752692,0.6041283197475678,0.6872455338595762,0.6430120734826517
30,0.8670681118965149,0.7527580193180294,0.6742187539335582,0.6672143508058721,0.6057414443091638,0.6862318238471126,0.6434793448958285
31,0.864185094833374,0.7570936734312612,0.6757061620408493,0.6687250750596796,0.6074780123454971,0.6852513502285003,0.6440251768785044
32,0.86155766248703,0.7605221708070528,0.6770430242799481,0.6700831395513631,0.6087477088630048,0.6843872039883673,0.6443552614079967
33,0.8592960834503174,0.7641578114468816,0.6782491070908903,0.6713119983853515,0.6099698915800246,0.6834399667636062,0.6446182542046114
34,0.8563361167907715,0.7685473975769211,0.6793397563933083,0.6724275577255768,0.6110135436820956,0.6822434565849606,0.6446669022101833
35,0.8539731502532959,0.7718347654267507,0.6803267226478802,0.6734460782173127,0.6119903933648582,0.6817781470710428,0.6450020438323428
36,0.8524340391159058,0.773780097647224,0.681221249497804,0.6743696782354722,0.6130890052356021,0.6810968009970918,0.6453060421176934
37,0.8499761819839478,0.777214392926227,0.6820285692647676,0.6751963936184817,0.6139669495846205,0.6803988367262152,0.6454781217237764
38,0.8480668067932129,0.7797342125797238,0.6827683030853104,0.6759441986637366,0.6145678456108733,0.6800332363938513,0.6456453139791732
39,0.8459754586219788,0.782814364773676,0.6834330840302756,0.6766158258083155,0.6152306418842651,0.6793352721229746,0.6456957826567683
40,0.8441197872161865,0.7849352639322685,0.6840270242863262,0.6772210350121082,0.615971301097311,0.6791192355629414,0.6460057382685604
41,0.8431032299995422,0.7862005150572355,0.6845587552440758,0.6777726342163002,0.6165650651859005,0.6790361445783133,0.6462944949267282
42,0.8413827419281006,0.7884625884163221,0.6850462218155756,0.6782750100577103,0.6171276643956675,0.6788865808059825,0.6465356249802171
43,0.8400000929832458,0.7902803448935037,0.6854884253009998,0.6787292658944024,0.6175643390691626,0.6787203988367262,0.6466997601121061
44,0.8387526273727417,0.7916323357402402,0.6858777857710614,0.6791333839739236,0.6176457239678673,0.6784711258828418,0.6466311888244797
45,0.837257981300354,0.7933457436163984,0.6862195393161263,0.6794933822450595,0.6181540046043863,0.6782384711258829,0.6468038573998209
46,0.8361285924911499,0.794859328994313,0.6865241257342082,0.6798149674387255,0.6186507455449145,0.6784545076859161,0.6471739836882862
47,0.8352092504501343,0.7961111137246343,0.6867865146768753,0.6800933470788358,0.6189819097153775,0.6783547985043623,0.6473097477046035
48,0.8341876864433289,0.7969537079765939,0.687012398384184,0.6803414538728434,0.6192108216311304,0.6785542168674699,0.6475257102531776
49,0.8331844806671143,0.7981851741195787,0.6871981721848546,0.6805524149299558,0.619787321187482,0.6789696717906107,0.648030072325847
50,0.8321149349212646,0.7996737791153535,0.687342106255415,0.6807327781066964,0.6200100141107925,0.6790693809721645,0.6481972049935756
51,0.8311154246330261,0.8005005607810802,0.6874547106029646,0.680882207343589,0.6203342491537516,0.6791358537598671,0.6484046519745505
52,0.8303579092025757,0.8010457079731687,0.6875334905018585,0.6810003981216228,0.6205032420694577,0.6790527627752388,0.6484590725870442
53,0.8292565941810608,0.8023312258525046,0.6875833406280993,0.6810913852479072,0.6208992417680935,0.6790527627752388,0.6486752496309114
54,0.8288179636001587,0.8026724875671558,0.6876090734446637,0.6811634933120188,0.6211487893480871,0.6791192355629414,0.6488417509486687
55,0.8279301524162292,0.8035022700463947,0.6876118689666925,0.6812135163512125,0.6215135200900326,0.6791358537598671,0.6490482732333299
56,0.826930046081543,0.8045275044242254,0.6875943571735174,0.6812444327065531,0.622078870496592,0.6794848358953054,0.6495158971589239
57,0.8263727426528931,0.8051263605360317,0.6875634664317718,0.6812617671232596,0.6221860302287706,0.6793020357291234,0.6494907606018717
58,0.8257178664207458,0.8054412574771445,0.6875167758539952,0.6812713136965464,0.6223061000852307,0.6794848358953054,0.649639733394768
59,0.8249485492706299,0.8065202135791278,0.6874710566182296,0.6812735587915608,0.6225384264191143,0.6798005816368924,0.64991063272034
60,0.8241423964500427,0.8069037579088243,0.6874210565823295,0.6812695442205913,0.6229393408935231,0.6800830909846282,0.6502582029077619
61,0.8233973979949951,0.807472469054932,0.687362695244448,0.6812513794243651,0.6232340762391914,0.6803323639385127,0.6505327220867133
62,0.8227657079696655,0.8077616669954405,0.6873141797887505,0.6812469930666659,0.6235931955591429,0.6804653095139177,0.6507891098078482
63,0.8221426010131836,0.8082692484814704,0.687278321509883,0.6812504500971007,0.6238540492796881,0.6807810552555048,0.6510755636080451
64,0.8217171430587769,0.8082701406198939,0.6872602696790242,0.6812735706541254,0.6242173098310456,0.6808973826339842,0.6513265614319551
65,0.8211178183555603,0.8089097972622517,0.6872672604382256,0.6813229450203765,0.6244018409582737,0.6808807644370586,0.6514193953558625
66,0.8203364014625549,0.8090083747032599,0.6872885449578293,0.6813914211858957,0.6246571167327034,0.68117989198172,0.6516952184109066
67,0.8196789622306824,0.8094993844243981,0.6873262325811996,0.6814768578879976,0.6251582109581103,0.6812796011632738,0.652013486863032
68,0.8191606998443604,0.8098150475552065,0.6873926414436746,0.6815880658022877,0.6256274889760295,0.6813959285417532,0.6523219370953116
69,0.8186806440353394,0.8103053469378247,0.6874736463983234,0.6817076435234591,0.6261084570887834,0.6817116742833402,0.6527280538450523
70,0.8179442286491394,0.8105730083316162,0.6875863618521012,0.6818493972623965,0.6265196407844096,0.6817116742833402,0.6529514289579869
71,0.8175853490829468,0.8105389999961992,0.6877159879250286,0.6820096944227092,0.6268408188206538,0.6818944744495222,0.6532096947506666
72,0.8169573545455933,0.8110528326739694,0.6878695449674135,0.6821922580353977,0.6272352132049519,0.6820108018280017,0.6534771704948051
73,0.8163577318191528,0.8116893099520843,0.6880266747171001,0.6823877740334406,0.6274932697014195,0.6817282924802659,0.6534874274199329
74,0.8156837224960327,0.8119177393457756,0.6881889855623621,0.6825817917197987,0.6277575497965303,0.6819110926464479,0.6537147226802399
75,0.8153171539306641,0.8121027074627362,0.6883631465289135,0.6827828473959362,0.628166470237093,0.6820108018280017,0.6539822162730663
76,0.8147577047348022,0.8125426252650544,0.688523219616578,0.6829710440520801,0.6285259500742305,0.6824428749480681,0.6543756772260819
77,0.8144329190254211,0.8125108165303128,0.6886919321905358,0.6831467312849865,0.628448579254204,0.6825259659326963,0.6543719329551972
78,0.813834547996521,0.8129083320813544,0.6888428097024439,0.6833250808960613,0.6287528691660291,0.6828250934773578,0.6546743676558454
79,0.8135764598846436,0.81261046892862,0.6890099490624619,0.6834987290238981,0.6287830104960372,0.6829414208558371,0.6547441708554723
80,0.8129300475120544,0.8130720884984434,0.6891683071222072,0.6836598329781611,0.6291072630483999,0.6834399667636062,0.655149067679833
81,0.812678873538971,0.8130507720495794,0.6893209543776645,0.68382459785941,0.6291975044345219,0.6837889488990444,0.6553583231797151
82,0.8120558857917786,0.8139725016181351,0.6894666068260806,0.6839714092376414,0.6293374912103702,0.6841711674283341,0.6556097871696671
83,0.8117213249206543,0.81352443262026,0.6896087925089371,0.6841241119841168,0.6295769912586344,0.6846198587453262,0.6559457372363885
84,0.8114068508148193,0.8139964981736382,0.6897512218996759,0.684284792375045,0.6297326203208556,0.6849356044869132,0.6561751243781094
85,0.8106874227523804,0.814096879059694,0.689887096581284,0.6844405863662875,0.6298994898115052,0.6852845866223515,0.6564258482501731
86,0.8104071021080017,0.8143799889720813,0.6900350805855202,0.6845938964760689,0.630126736906398,0.6857831325301205,0.6567779413520073
87,0.8100044131278992,0.8143623715629462,0.6901864004286302,0.684761659515843,0.6302731422813259,0.6860157872870793,0.6569641606722261
88,0.8093708753585815,0.8146774977085696,0.6903228616282914,0.6849245319691439,0.6304659826554293,0.686215205650187,0.6571603631705007
89,0.8090827465057373,0.8146949681166404,0.6904507277283181,0.6850876404177002,0.6307586627995726,0.6866805151641047,0.6575327206906154
90,0.8086375594139099,0.8151419459177582,0.6905834893418313,0.6852530843958807,0.6307398932112891,0.6870793518903199,0.6577053092066018
91,0.8082882165908813,0.8153039452241659,0.6907209316541517,0.6854168849204098,0.6309200695312738,0.6876111341919402,0.6580468681663844
92,0.8079177737236023,0.8153575532016152,0.6908601488745066,0.6855844017770791,0.6310494626933922,0.6879933527212297,0.6582922563205597
93,0.8075442910194397,0.8151153263308396,0.6910107054904121,0.6857472858138256,0.6311194405082964,0.6883423348566681,0.6584900561181501
94,0.8068684339523315,0.815688764703822,0.6911425319133127,0.6859005802929337,0.6312141018023371,0.6885085168259244,0.6586176199408641
95,0.8065129518508911,0.8160352899191754,0.6912744434804332,0.6860601756081026,0.631218308894066,0.688890735355214,0.658794736507533
96,0.8063600063323975,0.8162926463320027,0.691416205256739,0.6862063385925106,0.6314467897307909,0.6895388450353137,0.6592154806729899
97,0.8056697845458984,0.8163392072176254,0.6915718523803527,0.6863632109606524,0.6315709395207303,0.6898213543830495,0.6594122319301032
98,0.8053924441337585,0.8161911800041357,0.6917102686867171,0.6865275226919347,0.6318431420270455,0.6902866638969671,0.6597731821214142
99,0.8053367137908936,0.816324539634974,0.6918463234274137,0.6866884595933767,0.6319519428180367,0.6905525550477773,0.6599539426665608
100,0.8048102855682373,0.8167743438965238,0.6919769441523272,0.6868418950276637,0.6322529620222361,0.6908184461985875,0.6602395095454401
101,0.8043819069862366,0.8168897743257522,0.692089970452298,0.686967455249487,0.6325916011376945,0.6911674283340258,0.6605835358396468
102,0.8042410016059875,0.8167723954242688,0.6922206941877598,0.687119387766623,0.6325152814524222,0.6912837557125052,0.6605950405348536
103,0.8038413524627686,0.8168420169560552,0.6923511328994556,0.687250223619809,0.6325063091003071,0.6914000830909847,0.6606432558176463
104,0.8035342693328857,0.8170764887804933,0.6924578588063104,0.687391252625831,0.6324546076122465,0.6917324470294973,0.660766727518057
105,0.8030474185943604,0.8172306945375385,0.6925717654416834,0.6875213449055582,0.632471753128417,0.6920980473618612,0.660942843766614
106,0.8026788234710693,0.8173626333118956,0.6926723495190843,0.6876547310705673,0.6327658734377135,0.6924304113003739,0.6612549990478004
107,0.8024711608886719,0.8176263505872806,0.6927802720511813,0.6877822910416578,0.6328767955297762,0.6926464478604072,0.6614140740917062
108,0.8022007942199707,0.8174703463967338,0.6928799636496601,0.687909301008431,0.6329340681028071,0.6928458662235147,0.6615362645383431
109,0.8020060062408447,0.8175666239677037,0.6929846701031142,0.6880317621701504,0.6330382495406714,0.6928126298296635,0.6615780119334772
110,0.8014587163925171,0.8176597163489899,0.6930886027212313,0.6881525738771563,0.6331087029110889,0.6931948483589531,0.6617907203655373
111,0.8015753030776978,0.8176084896311299,0.6931675844538008,0.6882548435583825,0.6331745212878949,0.6934773577066888,0.6619554096176268
112,0.8009946346282959,0.8181091169824541,0.6932560279424995,0.6883659782038913,0.633309571838078,0.6939094308267553,0.6622260284835221
113,0.8006435632705688,0.818014271873987,0.6933597677996859,0.6884910686681577,0.6334698210494388,0.6941587037806398,0.6624271498235738
114,0.8002079129219055,0.8179215414454913,0.6934438379462533,0.6885927992307141,0.6334880053377006,0.6942417947652679,0.6624749248737324
115,0.8000851273536682,0.8184004518921356,0.6935380399758355,0.6886895115097789,0.6335081708759057,0.6944744495222268,0.6625918614883345
116,0.7997011542320251,0.8185693147857716,0.6936309076140357,0.6888304425449734,0.6334889643463497,0.6944744495222268,0.6625813560800045
117,0.7993395328521729,0.8187732844405123,0.69374516724897,0.6889404075416157,0.6336693701205185,0.6946406314914831,0.6627556683050578
118,0.7992211580276489,0.8183527012066353,0.6938650332818371,0.6890529231292,0.6338331387680226,0.6947569588699626,0.6628981876417144
119,0.7992262244224548,0.8184816828807181,0.6939985891094678,0.6891910012873953,0.6336992449282833,0.694557540506855,0.6627341848425026
120,0.798982560634613,0.8187663454750244,0.6941082382546813,0.6893279594799357,0.6336834765737499,0.694740340673037,0.6628087643085899
121,0.7986743450164795,0.8187784452814341,0.6942129825345018,0.689440973574351,0.6337370583152693,0.6947569588699626,0.6628456367326231
122,0.7983458638191223,0.8192864457121659,0.6943191170379795,0.6895424167837259,0.6339552295357754,0.6951225592023266,0.6631313611718824
123,0.797900915145874,0.818997325226312,0.694406506413319,0.6896278497177192,0.6339752427993516,0.6953552139592855,0.6632481612985037
124,0.7975900769233704,0.8193740131336241,0.6944853900206645,0.689741731454063,0.6340676322647112,0.6954881595346905,0.6633591960627363
125,0.7973489761352539,0.8196381694575712,0.6945893985706761,0.6898408966323617,0.6341600048449613,0.696053178230162,0.6636666851524683
126,0.79704350233078,0.8193321716627611,0.6946899839043031,0.6899466819590475,0.6342526717326148,0.6963024511840465,0.6638307310851811
127,0.7971298694610596,0.8191303845297075,0.6947716243698265,0.6900271256379426,0.634520224566076,0.6968176152887412,0.6642113767048424
128,0.7968286275863647,0.8197703377376442,0.6948618916198006,0.6901324553025894,0.6346537949400799,0.6970170336518487,0.6643751534495458
129,0.7966793179512024,0.8195091274270483,0.6949480194648776,0.690219246849125,0.6347230206032736,0.697282924802659,0.6645338570331245
130,0.7960603833198547,0.8197138279535465,0.6950620062195658,0.690314578604793,0.6347602480713962,0.6973660157872871,0.6645919942986103
131,0.7960655093193054,0.8194436660228177,0.6951712759844679,0.6904020258022502,0.6348236432936052,0.6974989613626922,0.664687111512301
132,0.795692503452301,0.819768148333093,0.6952934316989487,0.6905007727204782,0.6349309578184789,0.6976485251350228,0.6648138470552837
133,0.7955413460731506,0.8202413641835777,0.6954227036556697,0.6905971088864662,0.6349941010981033,0.6976651433319485,0.6648560048777011
134,0.7955783009529114,0.8199883288509495,0.6955373680746003,0.6907264193534085,0.6350462129577805,0.6976485251350228,0.6648770212698564
135,0.7950668931007385,0.820041058026326,0.6956723885223952,0.6908571047613641,0.6352191741439573,0.6976485251350228,0.6649718051067605
136,0.7950020432472229,0.8203463317617479,0.6958118100888782,0.6909842380988088,0.6352674181102957,0.6977648525135023,0.6650510810168686
137,0.7950345873832703,0.8201437044001416,0.6959257567839087,0.6911047402626592,0.6353774227225274,0.6978645616950561,0.6651566509329363
138,0.7945572733879089,0.8202532705263843,0.6960603882203248,0.6912202595911521,0.635601428657909,0.6979310344827586,0.6653095817062835
139,0.7944648861885071,0.8204272589237783,0.6961751516019636,0.6913300322746887,0.6356028390260143,0.6979642708766098,0.665325455035088
140,0.794151246547699,0.8207121827464995,0.6962506432589985,0.6914096860463431,0.6356127080181543,0.6981969256335687,0.6654365472183726
141,0.7936879992485046,0.8209936564148927,0.6963366690705923,0.6915350173904499,0.6357392475151662,0.6983464894058995,0.6655738224207292
142,0.7937617301940918,0.8210869241425964,0.69641059407398,0.6916350093197192,0.6357820227778029,0.6985625259659327,0.6656953726285118
143,0.7934053540229797,0.8210587191833573,0.6964903970993203,0.6917118523613683,0.6358495985969793,0.698911508101371,0.6658908469101791
144,0.7932540774345398,0.820436566421324,0.6965583885276413,0.6918189353130586,0.6360681512389073,0.6991940174491068,0.6661389148366872
145,0.7932060360908508,0.8209736355979568,0.696673495556935,0.6919148851781205,0.6361039746108509,0.6994765267968426,0.6662867545213502
146,0.7930055856704712,0.8209117139855066,0.6967850339267669,0.6920338581876181,0.6361823017408124,0.6996260905691732,0.6663975750092995
147,0.7926017045974731,0.8211443159715315,0.6968427060152086,0.6921116147862988,0.6362139047129755,0.6996925633568758,0.666445067033889
148,0.7923045754432678,0.8212024147936838,0.6969674184291601,0.6922397056420437,0.6361796293219341,0.699908599916909,0.6665242368133694
149,0.7921075224876404,0.8217375476359994,0.6970976639611832,0.6923760448878327,0.6361906200438033,0.6999418363107602,0.666545339452445
150,0.7922104597091675,0.8215017577045813,0.6972241109443502,0.6924962938905992,0.6362071048815853,0.6999916909015372,0.6665769921587555
151,0.7921195030212402,0.8212488574465646,0.6973680711164992,0.6926556936827922,0.6362194735172851,0.7000581636892397,0.6666139190429471
152,0.7915583252906799,0.8217363782988647,0.6974706672495243,0.6927886180451406,0.6364336868824223,0.7000083090984628,0.6667088737822587
153,0.7915925979614258,0.8216439483003495,0.6975943410435729,0.6928757368588987,0.6364776642688751,0.699908599916909,0.6666877725628626
154,0.7913981676101685,0.8218326020437847,0.6977183559728241,0.6930027960902048,0.6367319174665558,0.7000083090984628,0.6668724768463548
155,0.7912225127220154,0.8220850156627826,0.6978139119350844,0.6931354797122722,0.6368941432588516,0.700091400083091,0.6669991529516074
156,0.791416585445404,0.8218956851299852,0.6979436569307585,0.6932199315423958,0.6369009826152683,0.7001412546738679,0.6670255293884821
157,0.7911949753761292,0.8218373617431677,0.6980544168590908,0.6932974067889568,0.6370052441475615,0.7004570004154549,0.6672259861964162
158,0.7907602787017822,0.8221470134161187,0.6981454233283909,0.6934440187365438,0.6371549027607779,0.7007062733693394,0.6674211725971888
159,0.790744423866272,0.8222840593142942,0.6982671173099543,0.6935605359160565,0.6372027676224431,0.7009389281262983,0.6675529599822742
160,0.7904710173606873,0.8224767183977401,0.6983815835243075,0.6937236224537581,0.6372341710971484,0.7011217282924803,0.6676530862536891
161,0.79029780626297,0.822473779459512,0.698515177457466,0.6938241354985111,0.6372325486584022,0.7013211466555879,0.6677425990095094
162,0.7903532981872559,0.822575499921445,0.6986091264272598,0.6939607179966535,0.6373669510077753,0.7015538014125468,0.6679218416264536
163,0.7900516986846924,0.8226336636565705,0.6987002659169562,0.6941036993016843,0.6374356419199468,0.701587037806398,0.6679746214578421
164,0.7898629903793335,0.8228610012959542,0.6987864960746779,0.6941958206287011,0.6376085151355024,0.7018196925633569,0.6681749861561586
165,0.789646565914154,0.8229077566577429,0.6989038358366644,0.6942869725748533,0.6376422298011046,0.7021852928957208,0.668359155653625
166,0.7895752191543579,0.8225863219503589,0.699002479602915,0.6943936350335194,0.6377231502859644,0.7022850020772746,0.6684487749323801
167,0.7891393303871155,0.8229499267949927,0.6991300400212339,0.6945370350172997,0.637741940350295,0.7025176568342335,0.6685644699593554
168,0.7894580960273743,0.8228407866180802,0.6992886842213903,0.6946872593251376,0.6376979936642028,0.7025010386373078,0.668532795635156
169,0.7890756726264954,0.8229856977396921,0.699457304113771,0.6948273162986627,0.637854803905295,0.702451184046531,0.6685963746797001
170,0.7889673113822937,0.8234392612756473,0.6995998341421861,0.694950724651273,0.6379208862192306,0.7024179476526797,0.66861761867852
171,0.7890974283218384,0.8229881474498161,0.6997257752849382,0.6950923996786055,0.6377986026227233,0.7023680930619027,0.6685278625773081
172,0.7888029217720032,0.8232299550426411,0.699843906609009,0.6952058584098528,0.6378075084088749,0.7027170751973411,0.6686907981087021
173,0.7886897325515747,0.8233875990916475,0.6999397611343618,0.6953008493610189,0.6379882370683155,0.7030328209389282,0.6689330750681899
174,0.7885401248931885,0.823560874728061,0.7000569685738557,0.6954358923773992,0.637840852564779,0.7031990029081845,0.6689272503082614
175,0.7886173725128174,0.8233550576843239,0.7001251149367408,0.695527768637788,0.6380365324330841,0.7035313668466971,0.6691852331913346
176,0.7882477045059204,0.8233619546476768,0.7002256345278636,0.6956228985902988,0.6381802016305249,0.703764021603656,0.6693694975263565
177,0.7881040573120117,0.8232395173856106,0.7002641649394309,0.6957136682827526,0.6384783427495292,0.704262567511425,0.6697589885420783
178,0.7880980968475342,0.8232731420429948,0.7003627231427195,0.6957982797690395,0.6386206480965365,0.7044619858745326,0.669927461794965
179,0.7876554131507874,0.8234919796076283,0.7004546387010437,0.695932013995649,0.6387068588903452,0.704578313253012,0.6700274977085243
180,0.7877290844917297,0.8232593288391421,0.7005973596758406,0.6961089953645704,0.6388344833820472,0.7046447860407146,0.6701277765924661
181,0.7876688838005066,0.8234743454719793,0.7007804358005453,0.6962498019126167,0.6390672575442404,0.7045616950560865,0.6702182315420062
182,0.7875491380691528,0.8237852340033492,0.7009427571143586,0.6963819478116101,0.6392918539071689,0.7045118404653096,0.6703191581876685
183,0.7874456644058228,0.8238289463956833,0.7011428901387748,0.6965748967506803,0.6393417897165955,0.7044287494806813,0.670308991429204
184,0.787408709526062,0.8239182752472368,0.7012841741303838,0.6967280860018625,0.6394298212534882,0.7044619858745326,0.6703724203368387
185,0.7869746685028076,0.8240145105276835,0.7014278517912195,0.6968944868005453,0.6395003243667305,0.7044121312837557,0.6703885875152225
186,0.7867741584777832,0.8245102600366032,0.7015408413814693,0.6970069578686225,0.6396294452239775,0.7045118404653096,0.6705046894522909
187,0.7868579030036926,0.8245767062223556,0.7016476843965217,0.6971196084103238,0.6399082914762357,0.7050103863730786,0.6708836738566639
188,0.7866831421852112,0.8240536420725703,0.7017106739508714,0.697205669222882,0.6398721582343364,0.7053427503115912,0.6710142521757689
189,0.7863085269927979,0.8244563071981692,0.7017891861340049,0.6972327282909032,0.6400078364000784,0.705758205234732,0.6712768311573357
190,0.7864183187484741,0.8243506593635699,0.7019147071388846,0.6973221904496223,0.6401072822336402,0.7059742417947653,0.671429248786964
191,0.7862351536750793,0.8245932264811198,0.7020248880865211,0.6974353815055891,0.6401790289038247,0.7059576235978396,0.6714611998450997
192,0.7860366702079773,0.824432909753072,0.7021031816862963,0.6975485466034734,0.640282131661442,0.7060074781886165,0.671540461719633
193,0.7859545946121216,0.8247837043886902,0.7021948884319107,0.6976527636991233,0.6402911304662307,0.706123805567096,0.6715980306155512
194,0.785960853099823,0.8249120105230928,0.7022800583347226,0.6977653302259555,0.6403688524590164,0.7062733693394266,0.6717084311261785
195,0.7855600714683533,0.8247974218861216,0.7023197063688625,0.6978146939856784,0.6404689077402926,0.7063730785209805,0.6718085694868107
196,0.785915195941925,0.8246458566496326,0.7024261472519515,0.6979347837509606,0.6404929418322611,0.7065060240963855,0.6718819141538656
197,0.7857142090797424,0.824761783074474,0.7025941835574736,0.6980174355415805,0.6404905757032439,0.706439551308683,0.6718505523683087
198,0.7855247259140015,0.8250013833698637,0.7027376653866035,0.6981308937145894,0.6405743818463996,0.7064894058994599,0.6719192046909327
199,0.7851404547691345,0.8252975747684076,0.7028969029442667,0.6982259971507794,0.6407872330806673,0.7066389696717906,0.6721039404428849
200,0.7849836945533752,0.8250480142505001,0.7030131645850156,0.6983638694585896,0.6408505892636465,0.7066555878687163,0.6721463063803554
